Taka Ap,Lingo,Payment Dhoron,Jaega,Taka Pr,Gupto,Takar Karon,Tarik,Boyosh,Kon Jaegar Lok,Sotti_Mithye
"$1,620.00",F,AV,O,"$1,620.00",GHI000162572,CR,01-Jul-20,20-24,M,0
"$1,560.00",M,AV,O,"$1,560.00",GHI000162572,CR,24-Jul-20,25-29,M,0
"$1,020.00",F,AV,O,"$1,020.00",GHI000162572,CR,29-Jul-20,18-19,M,0
"$1,320.00",F,AV,O,"$1,320.00",GHI000162572,CR,01-Aug-20,35-39,M,0
"$1,320.00",M,AV,AM,"$1,320.00",GHI000162572,CR,04-Aug-20,35-39,M,0
"$1,320.00",M,AV,O,"$1,320.00",GHI000162572,CR,12-Aug-20,40-44,M,0
$636.00,F,AV,BP,$635.74,GHI000086603,CR,06-Dec-17,65+,NE,0
$490.00,F,AV,BP,$489.80,GHI000086603,CR,03-Aug-18,65+,NE,0
$460.00,F,AV,BP,$460.37,GHI000086603,CR,14-Aug-20,25-29,NE,0
$691.00,F,AV,O,$690.75,GHI000086603,CR,13-Nov-20,30-34,M,0
"$1,400.00",M,AV,N,"$1,400.00",GHI001758732,CR,17-Jul-19,65+,M,0
"$1,765.00",M,AV,AM,"$1,765.42",GHI000362268,CR,12-Feb-19,25-29,PP,0
$660.00,F,AV,AM,$660.00,GHI000084021,CR,05-Dec-16,30-34,M,0
$150.00,F,AV,C,$150.00,GHI000084021,CR,08-Dec-16,45-49,M,0
$420.00,M,AV,C,$420.00,GHI000084021,CR,13-Dec-16,25-29,U,0
$280.00,F,AV,C,$280.00,GHI000084021,CR,20-Dec-16,20-24,O,0
$420.00,M,AV,C,$420.00,GHI000084021,CR,20-Dec-16,55-59,PP,0
$620.00,F,AV,O,$620.00,GHI000084021,CR,11-Jan-17,30-34,M,0
$300.00,F,RP,EC,$300.00,GHI000084021,CR,16-Jan-17,18-19,U,0
$320.00,F,AV,C,$320.00,GHI000084021,CR,18-Jan-17,60-64,NE,0
$193.00,F,AV,C,$192.84,GHI000084021,CR,30-Jan-17,55-59,M,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,03-Feb-17,30-34,M,0
$680.00,F,AV,C,$680.00,GHI000084021,CR,08-Feb-17,45-49,NE,0
$740.00,F,AV,C,$740.00,GHI000084021,CR,10-Feb-17,35-39,NE,0
$340.00,F,AV,C,$340.00,GHI000084021,CR,13-Feb-17,35-39,M,0
$600.00,F,AV,C,$600.00,GHI000084021,CR,27-Feb-17,25-29,M,0
$273.00,F,AV,AM,$272.50,GHI000084021,CR,01-Mar-17,55-59,O,0
$273.00,F,AV,AM,$272.50,GHI000084021,CR,01-Mar-17,35-39,O,0
$660.00,F,AV,Wlg,$660.00,GHI000084021,CR,13-Mar-17,20-24,M,0
$570.00,F,AV,C,$570.00,GHI000084021,CR,15-Mar-17,20-24,NE,0
$620.00,F,RP,C,$620.00,GHI000084021,CR,11-Apr-17,35-39,NE,0
$440.00,F,RP,C,$440.00,GHI000084021,CR,19-Apr-17,60-64,NE,0
$580.00,M,AV,C,$580.00,GHI000084021,CR,27-Apr-17,60-64,U,0
$295.00,F,AV,O,$295.00,GHI000084021,CR,22-May-17,18-19,NE,0
$640.00,M,AV,C,$640.00,GHI000084021,CR,29-May-17,30-34,NE,0
$660.00,F,AV,C,$660.00,GHI000084021,CR,01-Jun-17,35-39,NE,0
$640.00,F,AV,O,$640.00,GHI000084021,CR,19-Jun-17,25-29,M,0
$580.00,F,AV,C,$580.00,GHI000084021,CR,10-Aug-17,35-39,M,0
$590.00,F,AV,C,$590.00,GHI000084021,CR,11-Aug-17,25-29,M,0
$740.00,F,AV,C,$740.00,GHI000084021,CR,28-Aug-17,45-49,NE,0
$740.00,F,AV,C,$740.00,GHI000084021,CR,13-Sep-17,35-39,NE,0
$440.00,F,AV,Wlg,$440.00,GHI000084021,CR,28-Sep-17,65+,NE,0
$600.00,M,AV,AM,$600.00,GHI000084021,CR,19-Oct-17,40-44,O,0
$295.00,M,AV,C,$295.00,GHI000084021,CR,03-Nov-17,20-24,NE,0
$700.00,F,AV,O,$700.00,GHI000084021,CR,22-Nov-17,20-24,NE,0
$457.00,F,AV,C,$457.42,GHI000084021,CR,28-Nov-17,30-34,NE,0
$303.00,F,AV,C,$302.58,GHI000084021,CR,28-Nov-17,30-34,NE,0
$520.00,F,AV,C,$520.00,GHI000084021,CR,07-Dec-17,40-44,NE,0
$150.00,F,AV,O,$150.00,GHI000084021,CR,14-Dec-17,17,NE,0
$430.00,F,AV,C,$430.00,GHI000084021,CR,23-Jan-18,25-29,M,0
$380.00,M,AV,O,$380.00,GHI000084021,CR,05-Feb-18,45-49,NE,0
$780.00,F,AV,C,$780.00,GHI000084021,CR,22-Feb-18,35-39,O,0
$250.00,F,AV,C,$250.00,GHI000084021,CR,08-Mar-18,50-54,NE,0
$360.00,F,AV,C,$360.00,GHI000084021,CR,16-Mar-18,45-49,PP,0
$350.00,F,AV,O,$350.00,GHI000084021,CR,19-Mar-18,20-24,M,0
$320.00,F,AV,C,$320.00,GHI000084021,CR,19-Mar-18,30-34,M,0
$600.00,F,AV,C,$600.00,GHI000084021,CR,22-Mar-18,30-34,O,0
$634.00,M,AV,C,$634.00,GHI000084021,CR,09-Apr-18,65+,NE,0
$590.00,F,RP,C,$590.00,GHI000084021,CR,03-May-18,20-24,PP,0
$634.00,M,AV,O,$634.00,GHI000084021,CR,11-May-18,30-34,M,0
$320.00,F,AV,C,$320.00,GHI000084021,CR,08-Jun-18,50-54,NE,0
$230.00,M,AV,C,$230.00,GHI000084021,CR,25-Jun-18,60-64,NE,0
$590.00,M,RP,C,$590.00,GHI000084021,CR,27-Jun-18,20-24,M,0
$118.00,F,AV,C,$118.00,GHI000084021,CR,11-Jul-18,35-39,NE,0
$710.00,F,RP,C,$710.00,GHI000084021,CR,18-Jul-18,30-34,NE,0
$155.00,M,AV,C,$155.00,GHI000084021,CR,31-Jul-18,20-24,NE,0
$590.00,F,AV,O,$590.00,GHI000084021,CR,31-Jul-18,40-44,NE,0
$700.00,F,AV,C,$700.00,GHI000084021,CR,17-Aug-18,35-39,NE,0
$590.00,F,AV,C,$590.00,GHI000084021,CR,27-Aug-18,45-49,NE,0
$330.00,F,AV,O,$330.00,GHI000084021,CR,28-Sep-18,17,NE,0
$680.00,F,AV,O,$680.00,GHI000084021,CR,23-Nov-18,40-44,M,0
$240.00,F,AV,C,$240.00,GHI000084021,CR,26-Nov-18,20-24,O,0
$530.00,M,AV,C,$530.00,GHI000084021,CR,20-Dec-18,60-64,NE,0
$750.00,F,AV,O,$750.00,GHI000084021,CR,10-Jan-19,60-64,M,0
$155.00,M,AV,C,$155.00,GHI000084021,CR,28-Jan-19,50-54,M,0
$880.00,F,RP,C,$880.00,GHI000084021,CR,30-Jan-19,35-39,O,0
$600.00,F,RP,O,$600.00,GHI000084021,CR,31-Jan-19,35-39,NE,0
$395.00,F,RP,C,$395.00,GHI000084021,CR,21-Feb-19,45-49,O,0
$840.00,M,AV,O,$840.00,GHI000084021,CR,22-Feb-19,35-39,NE,0
$160.00,F,AV,C,$160.00,GHI000084021,CR,21-Mar-19,30-34,NE,0
$720.00,M,AV,T,$720.00,GHI000084021,CR,28-Mar-19,25-29,M,0
$760.00,M,AV,C,$760.00,GHI000084021,CR,01-Apr-19,50-54,NE,0
$458.00,F,AV,C,$458.14,GHI000084021,CR,11-Apr-19,20-24,NE,0
$332.00,F,AV,C,$331.86,GHI000084021,CR,11-Apr-19,20-24,NE,0
$340.00,M,AV,C,$340.00,GHI000084021,CR,14-May-19,65+,NE,0
$213.00,F,AV,C,$213.33,GHI000084021,CR,19-Jun-19,20-24,PP,0
$460.00,F,AV,C,$460.00,GHI000084021,CR,26-Jul-19,55-59,NE,0
$165.00,M,AV,C,$165.00,GHI000084021,CR,12-Aug-19,40-44,O,0
$237.00,F,AV,O,$237.15,GHI000084021,CR,13-Aug-19,20-24,PP,0
$165.00,M,AV,C,$165.00,GHI000084021,CR,21-Aug-19,35-39,NE,0
$520.00,M,AV,C,$520.00,GHI000084021,CR,28-Aug-19,25-29,O,0
$720.00,F,AV,C,$720.00,GHI000084021,CR,18-Nov-19,35-39,NE,0
$900.00,F,AV,C,$900.00,GHI000084021,CR,24-Dec-19,30-34,NE,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,19-May-20,25-29,NE,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,22-May-20,20-24,M,0
$450.00,F,AV,C,$450.00,GHI000084021,CR,27-May-20,40-44,NE,0
$760.00,F,AV,C,$760.00,GHI000084021,CR,28-May-20,50-54,NE,0
$760.00,F,AV,BP,$760.00,GHI000084021,CR,04-Jun-20,60-64,NE,0
$580.00,F,AV,O,$580.00,GHI000084021,CR,30-Jun-20,55-59,NE,0
$940.00,F,RP,C,$940.00,GHI000084021,CR,10-Jul-20,25-29,NE,0
$180.00,M,AV,C,$180.00,GHI000084021,CR,28-Jul-20,20-24,NE,0
$280.00,F,AV,C,$280.00,GHI000084021,CR,20-Aug-20,40-44,NE,0
$280.00,M,AV,C,$280.00,GHI000084021,CR,20-Aug-20,55-59,NE,0
$280.00,M,RP,C,$280.00,GHI000084021,CR,20-Aug-20,45-49,NE,0
$280.00,M,AV,O,$280.00,GHI000084021,CR,07-Sep-20,20-24,NE,0
$860.00,F,AV,C,$860.00,GHI000084021,CR,16-Sep-20,35-39,M,0
$780.00,F,RP,C,$780.00,GHI000084021,CR,23-Sep-20,25-29,O,0
$340.00,F,AV,C,$340.00,GHI000084021,CR,25-Sep-20,45-49,M,0
$680.00,M,AV,O,$680.00,GHI000084021,CR,29-Sep-20,40-44,NE,0
$580.00,F,AV,O,$580.00,GHI000084021,CR,21-Oct-20,60-64,M,0
$580.00,F,AV,O,$580.00,GHI000084021,CR,21-Oct-20,35-39,NE,0
"$1,320.00",F,AV,AM,"$1,320.00",GHI000084021,CR,05-Dec-16,30-34,M,0
$600.00,F,AV,C,$600.00,GHI000084021,CR,08-Dec-16,45-49,M,0
$840.00,M,AV,C,$840.00,GHI000084021,CR,13-Dec-16,25-29,U,0
$560.00,F,AV,C,$560.00,GHI000084021,CR,20-Dec-16,20-24,O,0
$840.00,M,AV,C,$840.00,GHI000084021,CR,20-Dec-16,55-59,PP,0
"$1,240.00",F,AV,O,"$1,240.00",GHI000084021,CR,11-Jan-17,30-34,M,0
$600.00,F,RP,EC,$600.00,GHI000084021,CR,16-Jan-17,18-19,U,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,18-Jan-17,60-64,NE,0
$120.00,F,AV,C,$120.00,GHI000084021,CR,30-Jan-17,55-59,M,0
"$1,360.00",F,AV,C,"$1,360.00",GHI000084021,CR,08-Feb-17,45-49,NE,0
"$1,480.00",F,AV,C,"$1,480.00",GHI000084021,CR,10-Feb-17,35-39,NE,0
$680.00,F,AV,C,$680.00,GHI000084021,CR,13-Feb-17,35-39,M,0
"$1,200.00",F,AV,C,"$1,200.00",GHI000084021,CR,27-Feb-17,25-29,M,0
"$1,699.00",F,AV,Wlg,"$1,699.00",GHI000084021,CR,13-Mar-17,20-24,M,0
"$1,140.00",F,AV,C,"$1,140.00",GHI000084021,CR,15-Mar-17,20-24,NE,0
"$1,240.00",F,RP,C,"$1,240.00",GHI000084021,CR,11-Apr-17,35-39,NE,0
$880.00,F,RP,C,$880.00,GHI000084021,CR,19-Apr-17,60-64,NE,0
"$1,160.00",M,AV,C,"$1,160.00",GHI000084021,CR,27-Apr-17,60-64,U,0
"$1,280.00",F,RP,C,"$1,280.00",GHI000084021,CR,16-May-17,20-24,NE,0
$590.00,F,AV,O,$590.00,GHI000084021,CR,22-May-17,18-19,NE,0
$885.00,F,AV,C,$885.00,GHI000084021,CR,23-May-17,18-19,NE,0
"$1,280.00",M,AV,C,"$1,280.00",GHI000084021,CR,29-May-17,30-34,NE,0
"$1,320.00",F,AV,C,"$1,320.00",GHI000084021,CR,01-Jun-17,35-39,NE,0
"$1,280.00",F,AV,O,"$1,280.00",GHI000084021,CR,19-Jun-17,25-29,M,0
$600.00,F,AV,C,$600.00,GHI000084021,CR,27-Jun-17,25-29,O,0
$700.00,F,AV,C,$700.00,GHI000084021,CR,14-Jul-17,25-29,NE,0
"$1,160.00",F,AV,C,"$1,160.00",GHI000084021,CR,10-Aug-17,35-39,M,0
"$1,480.00",F,AV,C,"$1,480.00",GHI000084021,CR,28-Aug-17,45-49,NE,0
"$1,480.00",F,AV,C,"$1,480.00",GHI000084021,CR,13-Sep-17,35-39,NE,0
$880.00,F,AV,Wlg,$880.00,GHI000084021,CR,28-Sep-17,65+,NE,0
$590.00,F,AV,C,$590.00,GHI000084021,CR,28-Sep-17,20-24,NE,0
$745.00,M,AV,AM,$745.00,GHI000084021,CR,19-Oct-17,40-44,O,0
"$1,180.00",M,AV,C,"$1,180.00",GHI000084021,CR,03-Nov-17,20-24,NE,0
"$1,400.00",F,AV,O,"$1,400.00",GHI000084021,CR,22-Nov-17,20-24,NE,0
"$1,520.00",F,AV,C,"$1,520.00",GHI000084021,CR,28-Nov-17,30-34,NE,0
"$1,040.00",F,AV,C,"$1,040.00",GHI000084021,CR,07-Dec-17,40-44,NE,0
$600.00,F,AV,O,$600.00,GHI000084021,CR,14-Dec-17,17,NE,0
$860.00,F,AV,C,$860.00,GHI000084021,CR,23-Jan-18,25-29,M,0
$760.00,M,AV,O,$760.00,GHI000084021,CR,05-Feb-18,45-49,NE,0
"$1,560.00",F,AV,C,"$1,560.00",GHI000084021,CR,22-Feb-18,35-39,O,0
$500.00,F,AV,C,$500.00,GHI000084021,CR,08-Mar-18,50-54,NE,0
$720.00,F,AV,C,$720.00,GHI000084021,CR,16-Mar-18,45-49,PP,0
$720.00,F,AV,O,$720.00,GHI000084021,CR,19-Mar-18,20-24,M,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,19-Mar-18,30-34,M,0
"$1,200.00",F,AV,C,"$1,200.00",GHI000084021,CR,22-Mar-18,30-34,O,0
$940.00,F,AV,C,$940.00,GHI000084021,CR,27-Mar-18,60-64,NE,0
"$1,180.00",F,RP,C,"$1,180.00",GHI000084021,CR,03-May-18,20-24,PP,0
"$1,440.00",M,AV,O,"$1,440.00",GHI000084021,CR,11-May-18,30-34,M,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,08-Jun-18,50-54,NE,0
"$1,180.00",M,RP,C,"$1,180.00",GHI000084021,CR,27-Jun-18,20-24,M,0
"$2,788.00",F,AV,C,"$2,788.00",GHI000084021,CR,06-Jul-18,25-29,M,0
$760.00,F,AV,C,$760.00,GHI000084021,CR,11-Jul-18,35-39,NE,0
"$1,420.00",F,RP,C,"$1,420.00",GHI000084021,CR,18-Jul-18,30-34,NE,0
$620.00,M,AV,C,$620.00,GHI000084021,CR,31-Jul-18,20-24,NE,0
"$1,180.00",F,AV,O,"$1,180.00",GHI000084021,CR,31-Jul-18,40-44,NE,0
"$1,573.00",F,AV,T,"$1,573.00",GHI000084021,CR,15-Aug-18,35-39,NE,0
$80.00,F,AV,C,$80.00,GHI000084021,CR,17-Aug-18,35-39,NE,0
"$1,180.00",F,AV,C,"$1,180.00",GHI000084021,CR,27-Aug-18,45-49,NE,0
$660.00,F,AV,O,$660.00,GHI000084021,CR,28-Sep-18,17,NE,0
"$1,573.00",M,AV,C,"$1,573.00",GHI000084021,CR,18-Oct-18,20-24,NE,0
"$1,360.00",F,AV,O,"$1,360.00",GHI000084021,CR,23-Nov-18,40-44,M,0
$480.00,F,AV,C,$480.00,GHI000084021,CR,26-Nov-18,20-24,O,0
"$1,500.00",F,AV,O,"$1,500.00",GHI000084021,CR,10-Jan-19,60-64,M,0
$620.00,M,AV,C,$620.00,GHI000084021,CR,28-Jan-19,50-54,M,0
"$1,760.00",F,RP,C,"$1,760.00",GHI000084021,CR,30-Jan-19,35-39,O,0
"$1,200.00",F,RP,O,"$1,200.00",GHI000084021,CR,31-Jan-19,35-39,NE,0
"$1,580.00",F,RP,C,"$1,580.00",GHI000084021,CR,21-Feb-19,45-49,O,0
"$1,680.00",M,AV,O,"$1,680.00",GHI000084021,CR,22-Feb-19,35-39,NE,0
$700.00,M,AV,O,$700.00,GHI000084021,CR,22-Feb-19,45-49,O,0
$640.00,F,AV,C,$640.00,GHI000084021,CR,21-Mar-19,30-34,NE,0
"$1,440.00",M,AV,T,"$1,440.00",GHI000084021,CR,28-Mar-19,25-29,M,0
"$1,520.00",M,AV,C,"$1,520.00",GHI000084021,CR,01-Apr-19,50-54,NE,0
"$1,580.00",F,AV,C,"$1,580.00",GHI000084021,CR,11-Apr-19,20-24,NE,0
"$1,360.00",M,AV,C,"$1,360.00",GHI000084021,CR,14-May-19,65+,NE,0
$67.00,F,AV,C,$66.67,GHI000084021,CR,19-Jun-19,20-24,PP,0
"$1,314.00",F,AV,C,"$1,313.88",GHI000084021,CR,25-Jun-19,45-49,NE,0
$438.00,M,AV,C,$438.06,GHI000084021,CR,26-Jun-19,20-24,NE,0
$438.00,M,AV,C,$438.06,GHI000084021,CR,26-Jun-19,20-24,NE,0
$660.00,M,AV,C,$660.00,GHI000084021,CR,12-Aug-19,40-44,O,0
$20.00,M,AV,AM,$20.00,GHI000084021,CR,13-Aug-19,18-19,U,0
$840.00,M,AV,AM,$840.00,GHI000084021,CR,13-Aug-19,50-54,U,0
$200.00,F,AV,O,$200.00,GHI000084021,CR,13-Aug-19,20-24,PP,0
$660.00,M,AV,C,$660.00,GHI000084021,CR,21-Aug-19,35-39,NE,0
"$1,040.00",M,AV,C,"$1,040.00",GHI000084021,CR,28-Aug-19,25-29,O,0
"$1,440.00",F,AV,C,"$1,440.00",GHI000084021,CR,18-Nov-19,35-39,NE,0
"$1,800.00",F,AV,C,"$1,800.00",GHI000084021,CR,24-Dec-19,30-34,NE,0
$60.00,F,AV,C,$60.00,GHI000084021,CR,14-May-20,50-54,NE,0
"$1,280.00",F,AV,C,"$1,280.00",GHI000084021,CR,19-May-20,25-29,NE,0
"$1,280.00",F,AV,C,"$1,280.00",GHI000084021,CR,22-May-20,20-24,M,0
"$1,800.00",F,AV,C,"$1,800.00",GHI000084021,CR,27-May-20,40-44,NE,0
"$1,520.00",F,AV,BP,"$1,520.00",GHI000084021,CR,04-Jun-20,60-64,NE,0
"$1,160.00",F,AV,O,"$1,160.00",GHI000084021,CR,30-Jun-20,55-59,NE,0
"$1,000.00",F,RP,C,"$1,000.00",GHI000084021,CR,10-Jul-20,25-29,NE,0
$720.00,M,AV,C,$720.00,GHI000084021,CR,28-Jul-20,20-24,NE,0
$520.00,F,AV,AM,$520.00,GHI000084021,CR,14-Aug-20,20-24,NE,0
$560.00,F,AV,C,$560.00,GHI000084021,CR,20-Aug-20,40-44,NE,0
$560.00,M,AV,C,$560.00,GHI000084021,CR,20-Aug-20,55-59,NE,0
$560.00,M,RP,C,$560.00,GHI000084021,CR,20-Aug-20,45-49,NE,0
$560.00,M,AV,O,$560.00,GHI000084021,CR,07-Sep-20,20-24,NE,0
"$1,720.00",F,AV,C,"$1,720.00",GHI000084021,CR,16-Sep-20,35-39,M,0
"$1,560.00",F,RP,C,"$1,560.00",GHI000084021,CR,23-Sep-20,25-29,O,0
$680.00,F,AV,C,$680.00,GHI000084021,CR,25-Sep-20,45-49,M,0
"$1,360.00",M,AV,O,"$1,360.00",GHI000084021,CR,29-Sep-20,40-44,NE,0
"$1,160.00",F,AV,O,"$1,160.00",GHI000084021,CR,21-Oct-20,60-64,M,0
"$1,160.00",F,AV,O,"$1,160.00",GHI000084021,CR,21-Oct-20,35-39,NE,0
$480.00,F,AV,AM,$480.00,GHI000586767,CR,16-Aug-17,25-29,NE,0
$480.00,F,AV,AM,$480.00,GHI000586767,CR,17-Nov-17,40-44,O,0
"$1,140.00",F,AV,AM,"$1,140.00",GHI000586767,CR,16-Aug-17,25-29,NE,0
"$1,440.00",F,AV,AM,"$1,440.00",GHI000586767,CR,17-Nov-17,40-44,O,0
$760.00,F,AV,O,$760.00,GHI001489177,CR,20-Nov-18,30-34,NE,0
"$1,140.00",F,AV,O,"$1,140.00",GHI001489177,CR,20-Nov-18,30-34,NE,0
$500.00,F,AV,AM,$500.00,GHI001272329,CR,10-Mar-17,25-29,M,0
$975.00,M,RP,Wlg,$975.00,GHI001388807,CR,09-Aug-17,20-24,O,0
$975.00,M,AV,Wlg,$975.00,GHI001388807,CR,09-Aug-17,18-19,O,0
$330.00,M,AV,AM,$330.00,GHI001556736,CR,29-Jun-18,30-34,NE,0
$217.00,M,AV,AM,$216.67,GHI001556736,CR,11-Nov-19,30-34,NE,0
$285.00,M,AV,AM,$285.00,GHI001556736,CR,29-Nov-19,25-29,M,0
$660.00,M,AV,AM,$660.00,GHI001556736,CR,29-Jun-18,30-34,NE,0
$867.00,M,AV,AM,$866.67,GHI001556736,CR,11-Nov-19,30-34,NE,0
"$1,140.00",M,AV,AM,"$1,140.00",GHI001556736,CR,29-Nov-19,25-29,M,0
$750.00,F,RP,O,$750.00,GHI000723988,CR,31-Aug-20,40-44,M,0
"$3,000.00",F,RP,O,"$3,000.00",GHI000723988,CR,31-Aug-20,40-44,M,0
$775.00,F,RP,O,$775.00,GHI000078258,CR,17-Apr-18,30-34,M,0
$85.00,F,AV,BP,$85.00,GHI000078258,CR,20-Jul-18,20-24,M,0
$220.00,F,RP,BP,$220.00,GHI000078258,CR,20-Nov-18,40-44,M,0
$400.00,F,AV,BP,$400.00,GHI000078258,CR,13-Mar-19,25-29,NE,0
$662.00,F,AV,BP,$661.76,GHI000078258,CR,17-Jan-20,50-54,M,0
$946.00,M,AV,W,$946.00,GHI000078258,CR,21-Aug-20,50-54,M,0
$442.00,M,AV,BP,$442.00,GHI000078258,CR,16-Nov-20,25-29,M,0
$555.00,M,AV,W,$555.00,GHI001469698,CR,18-Dec-19,45-49,M,0
"$1,030.00",F,AV,BP,"$1,030.00",GHI001966090,CR,21-May-20,25-29,M,0
"$2,060.00",F,AV,BP,"$2,060.00",GHI001966090,CR,21-May-20,25-29,M,0
"$1,320.00",F,RP,BP,"$1,320.00",GHI001966090,CR,29-Jun-20,40-44,NE,0
$500.00,M,AV,C,$500.00,GHI000307468,CR,15-Aug-17,25-29,NE,0
$500.00,M,RP,AM,$500.00,GHI001239557,CR,23-Mar-17,20-24,PP,0
$490.00,F,AV,AM,$490.00,GHI001239557,CR,24-Mar-17,25-29,NE,0
$520.00,F,AV,AM,$520.00,GHI001239557,CR,17-May-17,20-24,NE,0
$550.00,F,AV,AM,$550.00,GHI001239557,CR,07-May-18,25-29,M,0
$520.00,F,RP,AM,$520.00,GHI001239557,CR,15-May-19,25-29,NE,0
$560.00,F,AV,AM,$560.00,GHI001239557,CR,23-Dec-19,20-24,M,0
"$2,000.00",M,RP,AM,"$2,000.00",GHI001239557,CR,23-Mar-17,20-24,PP,0
"$1,956.00",F,AV,AM,"$1,955.88",GHI001239557,CR,24-Mar-17,25-29,NE,0
"$1,560.00",F,AV,AM,"$1,560.00",GHI001239557,CR,17-May-17,20-24,NE,0
"$2,200.00",F,AV,AM,"$2,200.00",GHI001239557,CR,02-Aug-17,20-24,NE,0
"$2,524.00",F,AV,AM,"$2,524.00",GHI001239557,CR,29-Dec-17,60-64,NE,0
"$2,200.00",F,AV,AM,"$2,200.00",GHI001239557,CR,07-May-18,25-29,M,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI001239557,CR,26-Oct-18,20-24,M,0
"$2,080.00",F,RP,AM,"$2,080.00",GHI001239557,CR,15-May-19,25-29,NE,0
"$2,240.00",F,AV,AM,"$2,240.00",GHI001239557,CR,23-Dec-19,20-24,M,0
$263.00,F,AV,AM,$262.78,GHI001552648,CR,04-Jul-18,30-34,O,0
$225.00,F,AV,O,$225.00,GHI001552648,CR,02-Jun-20,25-29,PP,0
$170.00,F,AV,O,$170.00,GHI001552648,CR,13-Jun-20,40-44,PP,0
$740.00,M,AV,C,$740.00,GHI001714944,CR,21-Jun-19,65+,NE,0
$740.00,M,AV,C,$740.00,GHI001714944,CR,21-Jun-19,65+,NE,0
$70.00,F,AV,N,$70.00,GHI000706562,CR,22-Aug-19,40-44,NE,0
$210.00,F,RP,W,$210.00,GHI000095312,CR,20-Apr-17,25-29,M,0
$220.00,F,AV,W,$220.00,GHI000095312,CR,19-May-17,25-29,M,0
$810.00,F,RP,W,$810.00,GHI000095312,CR,20-Apr-17,25-29,M,0
$880.00,F,AV,W,$880.00,GHI000095312,CR,19-May-17,25-29,M,0
$483.00,F,RP,C,$483.24,GHI001318658,CR,01-May-17,18-19,M,0
$720.00,F,AV,C,$720.00,GHI001318658,CR,31-Jul-17,20-24,M,0
$360.00,F,AV,C,$360.00,GHI001318658,CR,08-Aug-17,25-29,PP,0
$720.00,M,AV,C,$720.00,GHI001318658,CR,17-Dec-18,25-29,O,0
$360.00,F,AV,C,$360.00,GHI001318658,CR,26-Aug-19,20-24,M,0
$360.00,F,AV,C,$360.00,GHI001318658,CR,26-Aug-19,20-24,M,0
"$1,110.00",F,RP,C,"$1,110.00",GHI001318658,CR,01-May-17,18-19,M,0
"$1,080.00",F,AV,C,"$1,080.00",GHI001318658,CR,31-Jul-17,20-24,M,0
"$1,080.00",F,AV,C,"$1,080.00",GHI001318658,CR,08-Aug-17,25-29,PP,0
"$1,080.00",M,AV,C,"$1,080.00",GHI001318658,CR,17-Dec-18,25-29,O,0
$540.00,F,AV,C,$540.00,GHI001318658,CR,26-Aug-19,20-24,M,0
$540.00,F,AV,C,$540.00,GHI001318658,CR,26-Aug-19,20-24,M,0
$630.00,F,AV,AM,$630.00,GHI000522504,CR,12-Nov-18,30-34,O,0
"$1,890.00",F,AV,AM,"$1,890.00",GHI000522504,CR,12-Nov-18,30-34,O,0
$520.00,F,AV,AM,$520.00,GHI002016003,CR,09-Oct-20,25-29,PP,0
"$1,560.00",F,AV,AM,"$1,560.00",GHI002016003,CR,09-Oct-20,25-29,PP,0
$535.00,F,AV,AM,$535.00,GHI001798658,CR,05-Nov-20,25-29,NE,0
"$2,140.00",F,AV,AM,"$2,140.00",GHI001798658,CR,05-Nov-20,25-29,NE,0
$800.00,F,AV,AM,$800.00,GHI002036482,CR,13-Aug-20,30-34,M,0
"$1,600.00",F,AV,AM,"$1,600.00",GHI002036482,CR,13-Aug-20,30-34,M,0
$575.00,F,AV,AM,$575.00,GHI000262933,CR,15-Nov-18,20-24,NE,0
$225.00,F,RP,AM,$225.00,GHI000262933,CR,21-Nov-18,45-49,M,0
"$1,725.00",F,AV,AM,"$1,725.00",GHI000262933,CR,15-Nov-18,20-24,NE,0
$675.00,F,AV,AM,$675.00,GHI000262933,CR,15-Nov-18,45-49,M,0
"$1,350.00",M,AV,AM,"$1,350.00",GHI000262933,CR,15-Nov-18,25-29,PP,0
"$2,025.00",M,RP,AM,"$2,025.00",GHI000262933,CR,23-Nov-18,30-34,M,0
$171.00,M,AV,C,$171.00,GHI001743619,CR,25-Sep-20,30-34,M,0
$390.00,M,AV,N,$390.00,GHI001631494,CR,18-Nov-19,45-49,NE,0
$320.00,M,AV,AM,$320.00,GHI001442820,CR,13-Nov-17,35-39,NE,0
$320.00,M,AV,AM,$320.00,GHI001442820,CR,13-Nov-17,25-29,NE,0
$596.00,F,AV,AM,$595.70,GHI001442820,CR,13-Nov-17,25-29,M,0
"$1,280.00",F,AV,AM,"$1,280.00",GHI001442820,CR,14-Nov-17,45-49,M,0
"$1,280.00",M,RP,AM,"$1,280.00",GHI001442820,CR,14-Nov-17,25-29,PP,0
"$1,280.00",M,RP,AM,"$1,280.00",GHI001442820,CR,14-Nov-17,25-29,M,0
$240.00,F,AV,AM,$240.00,GHI001442820,CR,15-Nov-17,35-39,M,0
$480.00,F,AV,AM,$480.00,GHI001442820,CR,16-Nov-17,20-24,PP,0
