,Applied,Gender,Payment_Method,Location,Received,Id,Reason,Date,Age,Area,True_False
2666,$860.00,F,AV,M,$860.00,GHI000873735,CR,27-Jul-17,20-24,AM,0
12304,$264.00,F,AV,NE,$264.00,GHI001304576,CR,23-Nov-17,55-59,O,0
28313,"$1,160.00",F,AV,NE,"$1,160.00",GHI000080965,CR,20-Jun-18,20-24,W,0
2884,$380.00,F,AV,NE,$380.00,GHI000095401,CR,20-Mar-17,20-24,C,0
13110,$593.00,F,AV,NE,$592.83,GHI001538049,CR,16-May-18,25-29,BP,0
2459,"$1,560.00",F,AV,NE,"$1,560.00",GHI001439233,CR,23-Jan-20,50-54,AM,0
4043,$855.00,M,AV,M,$855.00,GHI000275983,CR,20-Oct-17,25-29,AM,0
31082,$620.00,F,AV,PP,$620.00,GHI000137495,CR,26-Apr-17,35-39,AM,0
25554,$880.00,F,AV,M,$880.00,GHI000283422,CR,20-Dec-16,25-29,W,0
32670,"$1,530.00",F,AV,M,"$1,530.00",GHI000141841,CR,11-Aug-20,45-49,AM,0
28332,"$1,320.00",F,RP,NE,"$1,320.00",GHI000080965,CR,09-Aug-19,35-39,W,0
6453,$200.00,F,AV,O,$200.00,GHI000163145,CR,23-Feb-17,30-34,Wlg,0
34659,$650.00,F,RP,O,$650.00,GHI000198213,CR,18-Aug-20,30-34,O,0
24309,"$1,573.00",M,AV,NE,"$1,573.33",GHI000076584,CR,21-Aug-18,55-59,AM,0
23076,"$1,360.00",F,AV,M,"$1,360.00",GHI000203014,CR,18-Jun-20,40-44,AM,0
12171,$114.00,M,AV,O,$114.00,GHI001304576,CR,29-Oct-19,55-59,O,0
38414,$760.00,F,AV,O,$760.00,GHI000200718,CR,16-Jan-20,40-44,N,0
7983,"$1,050.00",M,AV,PP,"$1,050.00",GHI001562883,CR,29-Oct-20,40-44,AM,0
1948,$542.00,M,AV,NE,$541.80,GHI000143883,CR,31-Oct-18,65+,BP,0
25423,"$1,886.00",M,AV,NE,"$1,885.60",GHI000074555,CR,17-Jul-18,35-39,AM,0
19926,$100.00,F,AV,M,$100.00,GHI000143720,CR,10-Aug-17,25-29,W,0
22096,$794.00,M,AV,O,$793.86,GHI000093991,CR,13-Oct-20,65+,C,0
15140,$320.00,M,AV,NE,$320.00,GHI001052939,CR,21-Feb-17,65+,AM,0
24338,"$2,040.00",F,RP,NE,"$2,040.00",GHI000076584,CR,11-Mar-19,35-39,AM,0
22170,$309.00,M,AV,M,$309.00,GHI000983298,CR,03-Jul-20,20-24,N,0
37607,$900.00,M,AV,PP,$900.00,GHI000076589,CR,01-Oct-19,45-49,AM,0
3254,"$2,429.00",F,RP,U,"$2,429.25",GHI000086145,CR,06-Sep-18,25-29,AM,0
6243,$600.00,F,AV,M,$600.00,GHI001661190,CR,22-Jan-19,40-44,EC,0
8782,$450.00,M,AV,M,$450.00,GHI000467201,CR,25-Oct-18,20-24,Wlg,0
32510,"$1,560.00",F,AV,M,"$1,560.00",GHI000141841,CR,14-Feb-17,45-49,AM,0
21794,$297.00,M,AV,M,$297.00,GHI000075311,CR,04-Jul-18,40-44,NL,0
4428,$285.00,F,AV,NE,$285.00,GHI000082061,CR,13-Oct-17,25-29,T,0
5280,$200.00,F,AV,NE,$200.00,GHI000147987,CR,30-May-18,55-59,O,0
25079,$949.00,M,AV,NE,$949.30,GHI000946949,CR,06-Jun-18,60-64,AM,0
14423,$106.00,M,AV,NE,$106.00,GHI000135471,CR,09-Nov-18,50-54,O,0
19005,$375.00,F,AV,M,$375.00,GHI000083210,CR,25-Nov-20,30-34,EC,0
30655,$195.00,M,AV,NE,$195.00,GHI000145495,CR,25-Nov-19,45-49,NL,0
7582,"$1,295.00",F,AV,M,"$1,295.00",GHI000151115,CR,06-Jun-17,50-54,AM,0
18065,$600.00,F,AV,M,$600.00,GHI000808452,CR,12-Oct-18,40-44,W,0
31733,"$2,040.00",F,RP,U,"$2,040.00",GHI000137495,CR,13-Dec-18,30-34,AM,0
2161,$160.00,M,AV,M,$160.00,GHI001109761,CR,07-Aug-17,40-44,NL,0
18941,$640.00,F,AV,NE,$640.00,GHI001587983,CR,17-Aug-18,45-49,S,0
37001,$640.00,F,AV,NE,$640.00,GHI000091017,CR,16-Feb-17,25-29,T,0
36473,$360.00,F,AV,M,$360.00,GHI000089652,CR,21-Mar-18,25-29,BP,0
8905,$644.00,F,AV,PP,$644.00,GHI000208391,CR,19-Jan-18,35-39,AM,1
37774,"$1,710.00",F,AV,M,"$1,710.00",GHI000699648,CR,20-Jul-18,25-29,AM,0
10052,$540.00,F,AV,NE,$540.00,GHI000084484,CR,04-Dec-17,40-44,AM,0
24245,"$1,200.00",M,AV,M,"$1,200.00",GHI000076584,CR,05-May-17,45-49,AM,0
12711,"$1,860.00",F,AV,M,"$1,860.00",GHI001229828,CR,16-Aug-19,35-39,W,0
37502,$900.00,M,RP,O,$900.00,GHI000076589,CR,23-Dec-19,40-44,AM,0
37518,$530.00,M,AV,O,$530.00,GHI000076589,CR,02-Jun-17,30-34,AM,0
24379,"$2,140.00",F,AV,U,"$2,140.00",GHI000076584,CR,30-Jan-20,20-24,AM,0
15170,$750.00,F,AV,NE,$750.00,GHI000215822,CR,09-Oct-17,50-54,N,0
359,$315.00,M,AV,M,$315.00,GHI000250631,CR,17-Nov-20,25-29,AM,0
35482,$960.00,F,AV,NE,$960.00,GHI000601887,CR,28-Oct-20,50-54,O,0
2209,$900.00,F,AV,NE,$900.00,GHI001466121,CR,21-Mar-19,25-29,W,0
14317,$130.00,M,AV,NE,$130.00,GHI000135471,CR,16-Jun-17,55-59,O,0
11558,$200.00,M,AV,PP,$200.00,GHI000141852,CR,01-Oct-20,60-64,O,0
34137,$730.00,M,RP,O,$730.00,GHI000221266,CR,05-Jun-18,20-24,AM,0
16232,"$1,050.00",M,AV,O,"$1,050.00",GHI000084252,CR,16-Oct-18,35-39,AM,0
24656,$480.00,F,AV,M,$480.00,GHI000170760,CR,04-Apr-18,30-34,AM,0
16298,"$1,050.00",M,AV,PP,"$1,050.00",GHI000084252,CR,07-Jun-19,40-44,AM,0
15870,$700.00,M,AV,O,$700.00,GHI000084252,CR,30-Nov-18,30-34,AM,0
34657,"$1,120.00",F,RP,M,"$1,120.00",GHI001497097,CR,26-Feb-18,25-29,BP,0
13171,$880.00,F,RP,M,$880.00,GHI001474574,CR,16-Jul-20,40-44,T,0
18633,$330.00,F,RP,NE,$330.00,GHI001106692,CR,14-Mar-19,25-29,AM,0
31712,"$2,318.00",F,AV,PP,"$2,317.50",GHI000137495,CR,01-Oct-18,20-24,AM,0
16275,"$1,050.00",M,RP,M,"$1,050.00",GHI000084252,CR,06-Mar-19,45-49,AM,0
8235,$840.00,M,AV,M,$840.00,GHI000140102,CR,07-Jun-17,30-34,AM,0
19410,$400.00,F,AV,M,$400.00,GHI000238920,CR,13-Mar-18,20-24,AM,0
37319,$400.00,M,AV,O,$400.00,GHI000157228,CR,19-Nov-18,20-24,S,0
28750,$270.00,F,AV,M,$270.00,GHI001607945,CR,27-Sep-18,20-24,AM,0
23756,$500.00,F,RP,M,$500.00,GHI000492036,CR,29-Oct-20,35-39,AM,0
18861,"$1,470.00",F,AV,NE,"$1,470.26",GHI000743941,CR,10-Oct-17,40-44,AM,0
24549,$240.00,F,AV,M,$240.00,GHI000170760,CR,04-Apr-18,30-34,AM,0
7810,"$2,000.00",F,AV,M,"$2,000.00",GHI000151115,CR,21-Jan-20,25-29,AM,0
30103,"$1,230.00",M,AV,NE,"$1,230.00",GHI000144676,CR,06-Dec-16,50-54,AM,0
29257,$683.00,F,AV,M,$682.52,GHI000091660,CR,20-Nov-20,60-64,AM,0
18499,$158.00,M,AV,NE,$157.70,GHI000202543,CR,20-Jan-17,50-54,Wlg,0
27837,$855.00,M,AV,NE,$855.12,GHI000556035,CR,17-Jun-19,50-54,AM,0
28627,$136.00,F,AV,NE,$136.00,GHI000093734,CR,02-May-18,55-59,S,0
34197,$340.00,F,AV,NE,$340.00,GHI000141152,CR,23-Aug-18,65+,AM,0
7541,$300.00,M,AV,NE,$300.00,GHI000151115,CR,16-Jul-20,65+,AM,0
22575,"$1,000.00",F,AV,M,"$1,000.00",GHI000349460,CR,31-Jul-17,20-24,NL,0
16332,"$1,750.00",M,RP,M,"$1,750.00",GHI000084252,CR,18-Oct-19,45-49,AM,0
3338,"$1,840.00",F,RP,NE,"$1,840.00",GHI001639430,CR,28-Aug-19,25-29,BP,0
10548,$512.00,M,AV,M,$512.40,GHI000088447,CR,02-Sep-20,55-59,W,0
30023,$960.00,M,AV,NE,$960.00,GHI000134156,CR,30-Jul-18,50-54,AM,0
29353,$480.00,F,AV,NE,$480.00,GHI000480018,CR,20-Jun-17,45-49,S,0
1462,$88.00,M,AV,NE,$88.00,GHI000088365,CR,16-Apr-18,40-44,AM,0
34616,$664.00,M,AV,M,$664.27,GHI000081919,CR,20-Aug-20,55-59,S,0
2784,"$1,120.00",F,AV,M,"$1,120.00",GHI000916491,CR,13-Dec-18,25-29,BP,1
8629,$440.00,M,AV,NE,$440.00,GHI000609537,CR,16-Oct-17,55-59,C,0
10906,$650.00,F,AV,PP,$650.00,GHI001590788,CR,03-Jun-20,20-24,AM,0
7968,$900.00,M,AV,M,$900.00,GHI001562883,CR,07-Oct-20,45-49,O,0
5039,$510.00,F,AV,M,$510.00,GHI000097571,CR,07-May-18,30-34,NL,0
31398,$363.00,F,AV,PP,$362.65,GHI000137495,CR,25-Sep-20,45-49,O,0
11971,$790.00,F,AV,M,$790.00,GHI000370198,CR,02-Jul-19,50-54,AM,0
8642,$260.00,F,RP,NE,$260.00,GHI000609537,CR,31-Aug-18,20-24,C,0
25653,$116.00,F,AV,O,$116.24,GHI000283422,CR,23-Oct-20,40-44,W,0
3620,$220.00,F,AV,M,$220.00,GHI000844803,CR,28-Nov-17,20-24,AM,0
14514,$54.00,F,AV,M,$54.00,GHI000135471,CR,13-Dec-19,60-64,Wlg,0
27173,$980.00,F,RP,NE,$980.00,GHI000948996,CR,11-Apr-19,30-34,C,0
2877,$420.00,F,AV,O,$420.00,GHI000134661,CR,29-Dec-16,40-44,C,0
36009,$410.00,M,AV,NE,$410.00,GHI000179530,CR,30-Oct-18,35-39,W,0
29983,$207.00,F,AV,PP,$206.67,GHI000134156,CR,18-Aug-20,40-44,AM,0
27817,$276.00,F,AV,NE,$276.00,GHI000556035,CR,16-Jan-19,30-34,N,0
13069,$930.00,F,AV,M,$930.00,GHI000527875,CR,24-Nov-20,35-39,EC,0
26084,"$2,842.00",F,AV,M,"$2,842.00",GHI000074542,CR,30-May-17,30-34,AM,0
3206,$100.00,F,AV,M,$100.00,GHI000086145,CR,08-Aug-17,50-54,AM,0
34654,$230.00,F,AV,NE,$230.00,GHI001437961,CR,07-Nov-17,50-54,BP,0
13715,$170.00,F,AV,PP,$169.99,GHI000079653,CR,19-May-20,30-34,AM,0
17130,$480.00,F,AV,NE,$480.00,GHI000208151,CR,03-May-17,40-44,NL,0
7827,"$3,400.00",F,AV,M,"$3,400.00",GHI000151115,CR,08-May-20,25-29,AM,0
37236,$200.00,F,AV,NE,$200.00,GHI000622615,CR,29-Jun-17,20-24,S,0
22301,$740.00,M,AV,NE,$740.00,GHI000557876,CR,27-May-19,55-59,N,0
10591,$946.00,F,RP,M,$946.35,GHI001707533,CR,30-Sep-20,30-34,T,0
34503,$240.00,F,AV,NE,$240.00,GHI000077887,CR,18-Jul-18,25-29,BP,0
3687,$960.00,M,AV,M,$960.00,GHI000844803,CR,06-Jul-18,30-34,AM,0
14259,$920.00,M,AV,NE,$920.00,GHI001651735,CR,14-Dec-18,35-39,AM,0
33676,"$2,120.00",F,AV,NE,"$2,120.00",GHI000134149,CR,05-Aug-20,65+,AM,0
21829,"$1,500.00",F,AV,M,"$1,500.00",GHI001810692,CR,08-Oct-20,20-24,O,0
1523,$340.00,M,RP,PP,$340.00,GHI001199878,CR,02-Jun-20,30-34,AM,0
5574,$590.00,M,RP,M,$590.00,GHI000138796,CR,30-Mar-17,45-49,EC,0
21288,$590.00,M,AV,M,$590.00,GHI000779269,CR,25-Aug-20,65+,EC,0
14621,$152.00,M,AV,M,$152.00,GHI000135471,CR,21-Jul-20,40-44,O,0
33107,"$1,920.00",M,AV,M,"$1,920.00",GHI000140573,CR,24-Oct-18,40-44,AM,0
35138,$260.00,F,AV,NE,$260.00,GHI000903682,CR,05-Jun-18,35-39,BP,0
9580,$560.00,F,AV,M,$560.00,GHI000083721,CR,29-Nov-19,40-44,AM,0
18088,$100.00,F,AV,M,$100.00,GHI000150069,CR,14-Jan-20,18-19,C,0
17518,$732.00,F,RP,NE,$732.00,GHI000967432,CR,01-Mar-19,30-34,O,0
22611,"$1,400.00",F,RP,M,"$1,400.00",GHI000349460,CR,26-Jul-19,55-59,W,0
3668,$870.00,M,RP,U,$870.00,GHI000844803,CR,09-Feb-18,40-44,AM,0
26943,$140.00,M,AV,O,$140.00,GHI001141766,CR,12-Oct-19,25-29,O,0
37587,$700.00,F,AV,NE,$700.00,GHI000076589,CR,09-Apr-19,25-29,AM,0
11830,$108.00,F,AV,NE,$108.00,GHI001076232,CR,18-Jun-20,60-64,O,0
33355,$450.00,F,AV,NE,$450.00,GHI000133139,CR,29-Jun-18,30-34,AM,0
19110,$500.00,F,AV,U,$500.00,GHI001564432,CR,03-Jul-18,17,O,0
213,$460.00,M,AV,NE,$460.00,GHI001357314,CR,02-Nov-18,50-54,O,0
34483,$265.00,M,AV,NE,$265.00,GHI000077887,CR,04-Apr-17,60-64,BP,0
34978,$195.00,F,AV,PP,$195.00,GHI000151568,CR,29-Nov-18,50-54,C,0
77,"$1,760.00",F,AV,M,"$1,760.00",GHI001425921,CR,17-May-19,20-24,O,0
12959,$600.00,F,AV,NE,$600.00,GHI000090125,CR,29-Aug-18,20-24,AM,0
5980,$560.00,M,RP,M,$560.00,GHI000881664,CR,28-Aug-18,30-34,AM,1
24974,$838.00,F,AV,NE,$838.20,GHI000443469,CR,22-Aug-18,45-49,BP,0
10312,"$1,120.00",M,AV,NE,"$1,120.00",GHI001330445,CR,06-Nov-20,45-49,C,0
29350,$643.00,F,AV,M,$643.38,GHI001863173,CR,27-Dec-19,30-34,NL,0
20762,"$1,400.00",F,AV,O,"$1,400.00",GHI000096000,CR,01-May-20,45-49,AM,0
27485,"$1,200.00",F,AV,M,"$1,200.00",GHI000142888,CR,05-Apr-18,50-54,AM,0
33758,$370.00,M,AV,PP,$370.00,GHI000135952,CR,31-Aug-17,20-24,AM,0
22525,$660.00,F,AV,NE,$660.00,GHI000349460,CR,20-Feb-18,20-24,W,0
14031,"$1,005.00",M,AV,PP,"$1,005.00",GHI001196553,CR,16-Aug-17,65+,AM,0
2963,$640.00,M,RP,M,$640.00,GHI000892928,CR,22-Feb-17,50-54,T,0
37284,$400.00,F,AV,M,$400.00,GHI000948488,CR,31-Jul-20,65+,T,0
37624,$300.00,M,AV,U,$300.00,GHI000076589,CR,21-May-20,18-19,AM,0
14139,"$1,500.00",F,AV,M,"$1,500.00",GHI000802562,CR,03-Mar-17,30-34,AM,0
35527,"$1,300.00",F,RP,NE,"$1,300.00",GHI000088604,CR,14-Mar-17,40-44,AM,0
15821,$640.00,M,RP,O,$640.00,GHI000084252,CR,28-Jun-18,40-44,AM,0
3611,$420.00,F,AV,M,$420.00,GHI000844803,CR,10-Aug-17,40-44,AM,0
38451,$340.00,F,AV,M,$340.00,GHI001554434,CR,11-Feb-19,25-29,W,0
6931,"$1,160.00",F,AV,M,"$1,160.00",GHI000084021,CR,10-Aug-17,35-39,C,0
7928,$350.00,M,RP,U,$350.00,GHI001562883,CR,02-Nov-20,50-54,AM,0
19528,"$1,120.00",F,AV,M,"$1,120.00",GHI000238920,CR,24-May-17,35-39,AM,0
35895,"$1,880.00",F,AV,M,"$1,880.00",GHI000504087,CR,23-Jan-20,35-39,AM,0
11156,$528.00,M,AV,M,$528.00,GHI001252621,CR,27-Nov-20,30-34,AM,0
13063,"$1,400.00",F,RP,M,"$1,400.00",GHI000527875,CR,04-Jun-20,25-29,W,0
23858,"$1,160.00",F,AV,U,"$1,160.00",GHI000304398,CR,21-Oct-19,35-39,AM,0
33171,"$2,200.00",F,AV,M,"$2,200.00",GHI000140573,CR,18-Jun-19,25-29,AM,0
32498,$370.00,F,AV,PP,$370.00,GHI000141841,CR,01-Sep-20,30-34,AM,0
8059,$470.00,F,AV,NE,$470.00,GHI000219698,CR,04-Aug-20,35-39,O,0
9937,$500.00,F,AV,NE,$500.00,GHI001260818,CR,27-Sep-19,60-64,NL,0
12380,$444.00,F,AV,PP,$444.00,GHI001304576,CR,28-Aug-18,30-34,O,0
5847,$368.00,F,AV,M,$368.00,GHI000081354,CR,31-May-17,25-29,W,0
31511,"$2,767.00",F,AV,PP,"$2,767.00",GHI000137495,CR,01-Jun-17,20-24,AM,0
6289,$541.00,F,AV,M,$540.50,GHI000163614,CR,16-Nov-18,40-44,AM,0
4489,"$1,240.00",F,AV,M,"$1,240.00",GHI000082061,CR,14-Nov-17,65+,T,0
1859,"$1,800.00",M,AV,O,"$1,800.00",GHI001576453,CR,07-Feb-19,20-24,AM,1
25788,"$1,417.00",F,AV,NE,"$1,417.21",GHI000091515,CR,18-May-20,60-64,C,0
38706,$160.00,M,AV,M,$160.00,GHI000873223,CR,06-Mar-17,25-29,EC,0
20658,$320.00,F,RP,O,$320.00,GHI001442564,CR,15-Nov-17,45-49,N,0
34267,"$1,275.00",F,AV,NE,"$1,275.00",GHI000141152,CR,25-Jul-17,50-54,AM,0
13804,$470.00,F,AV,M,$470.00,GHI001238557,CR,25-Jun-20,30-34,AM,0
25036,$378.00,M,AV,M,$378.00,GHI000522761,CR,07-Dec-16,50-54,BP,0
678,$705.00,F,AV,PP,$705.00,GHI001075725,CR,13-Sep-17,20-24,AM,0
2492,$360.00,M,AV,M,$360.00,GHI000137507,CR,14-Dec-16,25-29,AM,0
15986,$720.00,M,AV,O,$720.00,GHI000084252,CR,14-Feb-20,30-34,AM,0
13722,$758.00,M,AV,NE,$757.61,GHI000079653,CR,11-Sep-20,65+,W,0
5237,"$1,400.00",F,AV,NE,"$1,400.00",GHI000844291,CR,06-May-19,65+,N,0
6167,"$1,650.00",F,AV,O,"$1,650.00",GHI000196871,CR,15-Sep-17,35-39,AM,0
17157,$90.00,F,RP,M,$90.00,GHI000208151,CR,13-Feb-18,60-64,NL,0
29372,"$1,350.00",F,AV,M,"$1,350.00",GHI001815815,CR,09-Oct-19,25-29,T,0
25728,$350.00,F,AV,NE,$350.00,GHI000100695,CR,27-Jun-19,30-34,S,0
3784,"$1,519.00",F,AV,M,"$1,519.25",GHI000140127,CR,29-May-18,30-34,AM,0
38164,$452.00,M,AV,M,$451.52,GHI000094816,CR,01-Oct-18,30-34,C,0
2841,$300.00,F,AV,M,$300.00,GHI001588756,CR,20-Aug-18,25-29,T,0
33633,"$2,200.00",M,RP,PP,"$2,200.00",GHI000134149,CR,09-May-19,20-24,AM,0
36387,"$1,920.00",F,AV,NE,"$1,920.00",GHI000079891,CR,06-Apr-17,25-29,O,0
2983,$580.00,F,AV,M,$580.00,GHI000084233,CR,28-Feb-18,25-29,W,0
2649,"$1,160.00",F,AV,M,"$1,160.00",GHI000873735,CR,26-Apr-17,20-24,AM,0
3313,$285.00,F,AV,M,$285.00,GHI001639430,CR,29-Aug-19,20-24,W,0
29443,$495.00,F,RP,PP,$495.00,GHI000133929,CR,02-May-18,35-39,AM,0
11419,$180.00,F,AV,M,$180.00,GHI000141852,CR,08-Jan-18,65+,O,0
6642,$298.00,F,AV,O,$298.00,GHI000830976,CR,27-Feb-17,25-29,C,0
26824,"$1,520.00",F,AV,O,"$1,520.00",GHI000469010,CR,21-May-19,30-34,AM,0
5974,$970.00,F,AV,NE,$970.00,GHI000079220,CR,08-Mar-17,65+,W,0
24203,$560.00,F,AV,NE,$560.00,GHI000076584,CR,01-Oct-20,30-34,O,0
18386,$500.00,F,AV,M,$500.00,GHI000309261,CR,26-Jul-19,30-34,BP,0
11629,$268.00,F,AV,NE,$268.00,GHI000141852,CR,21-Sep-18,40-44,O,0
10924,$550.00,F,AV,PP,$550.00,GHI001590788,CR,11-Aug-20,20-24,AM,0
1365,$120.00,M,RP,M,$120.00,GHI000877574,CR,05-Jun-20,40-44,O,0
20154,$440.00,M,AV,O,$440.00,GHI000143720,CR,16-Feb-17,40-44,W,0
1804,$480.00,M,AV,M,$480.00,GHI001231644,CR,20-Feb-19,25-29,W,0
34609,"$1,400.00",F,AV,M,"$1,400.00",GHI000630806,CR,07-Jul-20,45-49,AM,0
11670,$452.00,F,AV,PP,$452.00,GHI000141852,CR,30-Sep-19,20-24,O,0
33305,"$1,310.00",F,AV,O,"$1,310.00",GHI000138758,CR,29-Oct-20,30-34,AM,0
3434,$598.00,F,AV,M,$597.99,GHI000081732,CR,02-Oct-17,18-19,W,0
11149,"$1,300.00",M,AV,O,"$1,300.00",GHI001252621,CR,05-Jun-18,55-59,AM,0
33774,"$1,160.00",F,AV,NE,"$1,160.00",GHI000135952,CR,14-Oct-19,55-59,AM,0
35484,$840.00,F,AV,NE,$840.00,GHI000601887,CR,04-Jun-19,55-59,AM,0
7857,"$1,160.00",F,AV,PP,"$1,160.00",GHI000151115,CR,16-Sep-20,65+,AM,0
9855,$300.00,F,AV,NE,$300.00,GHI000077345,CR,03-Nov-17,18-19,AM,0
15636,$475.00,M,AV,NE,$475.00,GHI001374465,CR,27-Jul-17,50-54,AM,0
10853,$600.00,F,AV,NE,$600.00,GHI001176833,CR,22-Jun-18,30-34,C,0
4145,$380.00,M,AV,M,$380.00,GHI000275983,CR,19-Oct-18,40-44,T,0
16749,$270.00,F,AV,NE,$270.00,GHI002038803,CR,18-Aug-20,25-29,O,0
19477,$400.00,F,AV,M,$400.00,GHI000238920,CR,16-Jan-20,40-44,AM,0
30551,$613.00,M,RP,NE,$613.33,GHI000599590,CR,10-Jun-19,20-24,AM,0
37605,$260.00,M,RP,NE,$260.00,GHI000076589,CR,16-Aug-19,45-49,AM,0
38589,$460.00,M,AV,NE,$460.00,GHI001451790,CR,21-Dec-17,45-49,AM,0
14676,$124.00,M,AV,O,$124.00,GHI000135471,CR,16-Oct-20,30-34,O,0
13002,$400.00,F,AV,NE,$400.00,GHI000397845,CR,18-Jul-18,65+,C,0
152,"$1,225.00",M,AV,M,"$1,225.00",GHI000165126,CR,23-May-19,65+,AM,0
31125,$660.00,F,AV,NE,$660.00,GHI000137495,CR,28-Aug-17,65+,AM,0
23284,"$1,400.00",F,AV,NE,"$1,400.00",GHI001231634,CR,22-May-19,25-29,W,0
21909,$150.00,F,AV,M,$150.00,GHI000154919,CR,28-May-18,35-39,AM,0
23067,$560.00,F,AV,NE,$560.00,GHI000203014,CR,09-Dec-19,25-29,AM,0
35111,"$1,840.00",F,AV,NE,"$1,840.00",GHI000903682,CR,15-Jun-17,35-39,BP,0
10159,$450.00,F,AV,O,$450.00,GHI000245507,CR,26-Jun-18,35-39,AM,0
12129,$106.00,F,AV,M,$106.00,GHI001304576,CR,18-Mar-19,55-59,O,0
16360,$360.00,M,AV,M,$360.00,GHI000084252,CR,18-Feb-20,40-44,AM,0
18598,$198.00,F,AV,M,$197.50,GHI001137414,CR,22-Mar-18,18-19,O,0
14546,$138.00,M,AV,M,$138.00,GHI000135471,CR,04-Mar-20,45-49,O,0
37456,$520.00,M,AV,NE,$520.00,GHI000076589,CR,11-Sep-18,30-34,AM,0
7327,$300.00,F,AV,PP,$300.00,GHI000151115,CR,11-Jul-17,45-49,AM,0
24112,$230.00,F,AV,NE,$230.00,GHI000076584,CR,16-May-18,18-19,AM,0
1962,$861.00,F,AV,O,$861.35,GHI000176170,CR,21-Apr-17,35-39,AM,0
28065,$500.00,M,AV,NE,$500.00,GHI001019920,CR,28-Jul-17,35-39,S,0
17769,$220.00,M,AV,NE,$220.00,GHI001527296,CR,12-Nov-19,40-44,S,0
23968,$460.00,F,AV,M,$460.00,GHI000182799,CR,25-Jul-17,40-44,AM,0
131,$570.00,F,AV,NE,$570.00,GHI001030658,CR,20-Sep-18,30-34,C,0
23626,"$1,150.00",F,AV,M,"$1,150.00",GHI000167718,CR,11-May-17,40-44,EC,0
36060,$300.00,F,AV,M,$300.00,GHI000179530,CR,07-Jul-20,35-39,T,0
11551,$124.00,M,AV,M,$124.00,GHI000141852,CR,18-Sep-20,55-59,O,0
34575,"$2,000.00",F,AV,M,"$2,000.00",GHI000077887,CR,13-Dec-18,30-34,BP,0
28061,"$1,998.00",F,AV,NE,"$1,998.07",GHI000091477,CR,30-Apr-20,55-59,S,0
33398,$450.00,F,AV,NE,$450.00,GHI000133139,CR,16-Sep-20,55-59,O,0
13044,$180.00,M,AV,M,$180.00,GHI000527875,CR,07-Oct-20,35-39,W,0
502,$220.00,F,AV,M,$220.00,GHI001343753,CR,12-Jun-18,55-59,AM,0
35752,$400.00,F,RP,O,$400.00,GHI000094032,CR,02-Aug-19,18-19,O,0
8870,"$1,080.00",F,AV,NE,"$1,080.00",GHI000350495,CR,15-Jan-18,45-49,T,0
20844,$900.00,F,AV,NE,$900.00,GHI001369093,CR,12-Apr-18,35-39,N,0
23963,"$1,960.00",F,AV,O,"$1,960.00",GHI000641537,CR,02-Mar-20,30-34,AM,0
37677,"$1,350.00",F,AV,M,"$1,350.00",GHI002076427,CR,01-Oct-20,40-44,O,0
26780,$195.00,M,AV,M,$195.00,GHI000640809,CR,12-Apr-19,45-49,NL,0
4751,$921.00,M,AV,M,$921.38,GHI000113411,CR,07-Feb-20,35-39,T,0
20245,$440.00,M,AV,NE,$440.00,GHI000143720,CR,19-Jul-18,35-39,W,0
36130,"$1,440.00",M,AV,M,"$1,440.00",GHI000179530,CR,16-Aug-18,30-34,T,0
12795,$175.00,F,AV,M,$175.00,GHI000087300,CR,03-Aug-20,50-54,BP,0
15134,$340.00,F,AV,M,$340.00,GHI001492227,CR,26-Feb-18,40-44,EC,0
38094,$248.00,F,AV,NE,$248.40,GHI000192533,CR,26-Apr-18,55-59,C,0
31833,"$1,400.00",M,AV,PP,"$1,400.00",GHI000137495,CR,13-Dec-19,50-54,AM,0
17067,$960.00,M,AV,NE,$960.00,GHI001530645,CR,01-Oct-18,18-19,W,0
19293,$550.00,F,AV,M,$550.00,GHI000727567,CR,28-Feb-20,25-29,AM,0
12219,$124.00,M,AV,M,$124.00,GHI001304576,CR,30-Jun-20,45-49,O,0
34766,$90.00,F,AV,NE,$90.00,GHI000381701,CR,07-Sep-17,18-19,S,0
266,$700.00,M,AV,M,$700.00,GHI000248094,CR,24-Sep-20,55-59,AM,0
3219,$160.00,F,AV,NE,$160.00,GHI000086145,CR,15-Nov-17,25-29,AM,0
30248,"$1,200.00",F,AV,M,"$1,200.00",GHI000322562,CR,29-Jul-20,60-64,AM,0
5025,"$1,320.00",F,AV,M,"$1,320.00",GHI001263894,CR,17-Sep-18,25-29,T,0
16824,$845.00,F,AV,NE,$845.00,GHI000281346,CR,01-Jul-19,25-29,O,0
29293,$600.00,F,AV,O,$600.00,GHI000141207,CR,22-Oct-19,50-54,T,0
5960,$200.00,M,AV,NE,$200.00,GHI000233480,CR,07-Nov-18,45-49,S,0
27617,"$1,132.00",F,AV,M,"$1,131.96",GHI000080134,CR,25-Jul-18,35-39,NL,0
12366,$444.00,F,AV,M,$444.00,GHI001304576,CR,30-Jul-18,20-24,O,0
20857,"$1,120.00",F,AV,NE,"$1,120.00",GHI001327625,CR,04-Sep-17,40-44,T,0
22258,$555.00,M,RP,O,$555.00,GHI000256013,CR,17-Sep-19,20-24,S,0
27495,"$1,800.00",M,RP,M,"$1,800.00",GHI000142888,CR,09-Oct-18,50-54,AM,0
