,Applied,Gender,Payment_Method,Location,Received,Id,Reason,Date,Age,Area,True_False
106127,$210.00,M,AV,M,$210.00,GHI001652240,RA,12-Dec-19,30-34,Wlg,0
136670,$450.00,M,AV,NE,$450.00,GHI001755658,RA,28-Jul-20,40-44,O,0
91985,$390.00,F,AV,NE,$390.00,GHI002031124,RA,07-Aug-20,20-24,C,0
58167,$352.00,F,RP,M,$352.00,GHI000112669,RA,17-May-19,40-44,O,0
57798,$114.00,F,AV,O,$114.00,GHI000112669,RA,17-Apr-19,45-49,O,0
113865,$450.00,F,AV,NE,$450.00,GHI000780038,RA,05-Jun-18,30-34,Wlg,0
64685,$124.00,F,AV,PP,$124.00,GHI000112669,RA,10-Jul-20,60-64,O,0
80310,$132.00,M,AV,NE,$132.00,GHI000869386,RA,29-Jun-17,35-39,O,0
73747,$136.00,F,AV,M,$136.00,GHI000312072,RA,04-Feb-20,40-44,O,0
48127,$210.00,F,AV,M,$210.00,GHI000112669,RA,27-Jul-17,25-29,O,0
36962,$260.00,M,AV,M,$260.00,GHI000172586,RA,02-Aug-17,35-39,W,0
47595,$210.00,F,AV,O,$210.00,GHI000112669,RA,30-Jun-17,35-39,O,0
96550,$136.00,M,AV,NE,$136.00,GHI001206283,RA,21-Nov-19,35-39,C,0
28822,$700.00,M,AV,NE,$700.00,GHI001582357,RA,24-Jun-19,40-44,AM,0
108605,$125.00,F,AV,U,$125.00,GHI000465683,RA,20-Mar-17,18-19,Wlg,0
44156,$122.00,F,RP,NE,$122.00,GHI000112669,RA,01-Dec-16,20-24,O,0
137615,$860.00,F,AV,M,$860.00,GHI000138539,RA,10-Jan-20,30-34,AM,0
84895,$390.00,F,AV,M,$390.00,GHI000142341,RA,01-Jun-17,20-24,C,0
93645,$560.00,F,RP,U,$560.00,GHI000137493,RA,10-Jan-20,20-24,AM,0
122161,$420.00,M,AV,NE,$420.00,GHI000099649,RA,14-Jul-20,30-34,O,0
82475,$126.00,F,AV,PP,$126.00,GHI000076617,RA,15-Jul-19,20-24,O,0
27634,$141.00,M,AV,M,$140.78,GHI000172055,RA,14-Dec-16,25-29,NL,0
12530,$200.00,M,AV,PP,$200.00,GHI000141858,RA,19-Mar-20,65+,AM,0
58227,$108.00,F,AV,PP,$108.00,GHI000112669,RA,21-May-19,50-54,O,0
136601,$320.00,M,RP,M,$320.00,GHI000832025,RA,31-Jan-18,35-39,T,0
5689,$200.00,F,AV,M,$200.00,GHI000135471,RA,04-Sep-17,17,O,0
100266,$300.00,F,AV,M,$300.00,GHI001631760,RA,08-Nov-18,30-34,S,0
138081,$790.00,M,AV,NE,$790.00,GHI000074516,RA,11-May-19,35-39,AM,0
47708,$250.00,M,RP,NE,$250.00,GHI000112669,RA,06-Jul-17,30-34,O,0
137230,$180.00,F,AV,M,$180.00,GHI000461837,RA,25-Jul-17,20-24,Wlg,0
21932,$640.00,F,AV,NE,$640.00,GHI001672968,RA,21-Mar-19,55-59,C,0
24927,$285.00,M,AV,NE,$285.00,GHI000930325,RA,27-Dec-17,30-34,NL,0
63754,$136.00,M,AV,M,$136.00,GHI000112669,RA,08-May-20,30-34,O,0
124867,$310.00,M,AV,PP,$310.00,GHI001547535,RA,13-Nov-20,30-34,AM,0
38874,"$1,140.00",F,AV,PP,"$1,139.50",GHI000184871,RA,24-Apr-17,45-49,AM,0
29351,$230.00,M,AV,M,$230.00,GHI001464324,RA,21-Dec-17,45-49,NL,0
72202,$365.00,F,AV,NE,$365.00,GHI000871174,RA,09-Aug-18,50-54,T,0
22561,$145.00,M,AV,M,$145.00,GHI001435137,RA,05-Mar-18,45-49,NL,0
15424,"$1,050.00",F,RP,M,"$1,050.00",GHI001356802,RA,12-Jun-17,25-29,C,0
49810,$210.00,F,AV,M,$210.00,GHI000112669,RA,03-Nov-17,25-29,O,0
111221,$380.00,F,RP,M,$380.00,GHI000152844,RA,03-May-17,25-29,EC,0
113674,$440.00,M,AV,O,$440.00,GHI001447687,RA,27-Feb-19,35-39,N,0
52790,$88.00,F,AV,PP,$88.00,GHI000112669,RA,22-May-18,20-24,O,0
80588,$226.00,F,AV,U,$226.00,GHI000869386,RA,06-Sep-19,18-19,O,0
106269,$175.00,M,AV,NE,$175.00,GHI001300756,RA,27-Mar-17,18-19,S,0
85294,$530.00,M,AV,M,$530.00,GHI000142341,RA,03-Apr-20,30-34,C,0
13062,$650.00,F,AV,O,$650.00,GHI000133139,RA,31-Oct-18,35-39,O,0
37401,$485.00,M,AV,U,$485.00,GHI000090672,RA,08-Dec-17,45-49,AM,0
105981,$840.00,F,RP,M,$840.00,GHI001531653,RA,19-May-20,30-34,T,0
70937,$290.00,M,AV,NE,$290.00,GHI001465601,RA,21-Dec-17,25-29,AM,0
49168,$210.00,F,AV,PP,$210.00,GHI000112669,RA,22-Sep-17,35-39,O,0
142091,$945.00,F,AV,M,$945.00,GHI001853440,RA,07-Sep-20,30-34,AM,0
32870,$900.00,M,RP,NE,$900.00,GHI000621831,RA,22-Jul-19,35-39,AM,0
48850,$210.00,F,AV,M,$210.00,GHI000112669,RA,06-Sep-17,35-39,O,0
15268,$160.00,M,RP,M,$160.00,GHI000873223,RA,17-Feb-20,20-24,EC,0
65452,$106.00,F,AV,NE,$106.00,GHI000112669,RA,02-Sep-20,20-24,O,0
85480,$330.00,F,AV,M,$330.00,GHI000791810,RA,23-Jul-19,20-24,O,0
7173,$600.00,F,AV,M,$600.00,GHI000955398,RA,15-Aug-18,30-34,C,0
138531,$180.00,F,AV,NE,$180.00,GHI000145462,RA,18-Apr-18,20-24,T,0
48744,$210.00,F,AV,M,$210.00,GHI000112669,RA,31-Aug-17,35-39,O,0
136223,$210.00,F,AV,M,$210.00,GHI000701440,RA,30-May-19,30-34,C,0
95463,$560.00,M,RP,M,$560.00,GHI000077356,RA,08-Feb-18,20-24,AM,0
140806,$720.00,M,AV,M,$720.00,GHI001561101,RA,06-Dec-18,40-44,AM,0
54226,$165.00,F,AV,M,$165.00,GHI000112669,RA,17-Aug-18,20-24,O,0
46928,$210.00,F,AV,M,$210.00,GHI000112669,RA,25-May-17,20-24,O,0
136249,$720.00,F,AV,NE,$720.00,GHI000177156,RA,23-May-19,25-29,C,0
131808,$470.00,F,AV,M,$470.00,GHI000433681,RA,21-Jul-17,65+,AM,0
119727,$575.00,M,AV,O,$575.00,GHI000339724,RA,15-May-17,45-49,AM,0
59892,$594.00,M,RP,PP,$594.00,GHI000112669,RA,14-Aug-19,40-44,O,0
10419,"$1,200.00",F,AV,M,"$1,200.00",GHI001579782,RA,04-Sep-19,45-49,AM,0
82493,$244.00,F,RP,PP,$244.00,GHI000076617,RA,15-Aug-19,35-39,O,0
2008,$855.00,M,AV,U,$855.00,GHI000275983,RA,19-Sep-18,40-44,AM,0
113102,$350.00,F,AV,M,$350.00,GHI000203106,RA,17-Feb-17,30-34,O,0
32593,$250.00,F,AV,M,$250.00,GHI000603399,RA,19-Dec-19,25-29,EC,0
101218,$150.00,M,AV,NE,$150.00,GHI000146228,RA,23-Sep-20,25-29,C,0
21257,$360.00,F,AV,M,$360.00,GHI001992706,RA,30-Sep-20,25-29,AM,0
111415,$320.00,F,AV,NE,$320.00,GHI000082031,RA,07-Apr-17,30-34,T,0
120984,$270.00,M,AV,NE,$270.00,GHI000342530,RA,09-Jan-18,25-29,AM,0
72485,$70.00,M,AV,M,$70.00,GHI000308510,RA,14-Aug-18,20-24,S,0
114323,$371.00,F,AV,PP,$371.02,GHI000075803,RA,03-Jun-20,25-29,AM,0
102189,$150.00,F,AV,M,$150.00,GHI001171715,RA,15-Aug-19,25-29,AM,0
77696,$600.00,M,AV,M,$600.00,GHI000081693,RA,22-Mar-17,30-34,BP,0
22804,$226.00,F,AV,M,$226.00,GHI001245696,RA,21-Nov-19,25-29,O,0
41191,$194.00,M,AV,M,$194.00,GHI001354498,RA,19-Sep-17,65+,O,0
110038,"$1,170.00",F,AV,PP,"$1,170.00",GHI000149254,RA,17-Dec-18,20-24,AM,0
123338,$380.00,F,AV,NE,$380.00,GHI002117378,RA,18-Nov-20,50-54,AM,0
56680,$184.00,M,AV,M,$184.00,GHI000112669,RA,01-Feb-19,65+,O,0
129326,$310.00,M,AV,M,$310.00,GHI001923095,RA,29-Sep-20,50-54,O,0
34513,$265.00,F,AV,M,$265.00,GHI002038813,RA,18-Sep-20,30-34,BP,0
100430,$230.00,F,AV,M,$230.00,GHI000683271,RA,10-Dec-18,20-24,W,0
82712,$173.00,M,RP,PP,$173.00,GHI000076617,RA,29-Jul-20,35-39,O,0
105722,$460.00,F,AV,PP,$460.00,GHI000622862,RA,06-Jun-18,35-39,AM,0
133273,$411.00,F,AV,M,$411.02,GHI000237874,RA,10-Nov-20,20-24,NL,0
115651,$350.00,F,AV,M,$350.00,GHI000088570,RA,06-Jul-17,20-24,W,0
89245,$475.00,M,RP,O,$475.00,GHI000194065,RA,02-Oct-17,45-49,AM,0
41956,"$1,000.00",M,AV,M,"$1,000.00",GHI001611534,RA,10-Oct-18,55-59,AM,0
76583,$357.00,F,AV,M,$356.64,GHI001615910,RA,12-Feb-19,20-24,BP,0
98928,$520.00,F,AV,M,$520.00,GHI000437510,RA,14-Jun-18,20-24,AM,0
3800,$340.00,F,RP,NE,$340.00,GHI000492048,RA,01-Apr-19,25-29,S,0
81668,$955.00,F,RP,M,$955.40,GHI001469957,RA,05-Jan-18,55-59,AM,0
114925,$215.00,M,AV,M,$215.00,GHI001429524,RA,12-Nov-20,25-29,C,0
104676,$450.00,F,RP,NE,$450.00,GHI000096077,RA,23-Sep-20,25-29,O,0
129251,$700.00,F,AV,NE,$700.00,GHI000077859,RA,14-Mar-19,30-34,AM,0
65250,$244.00,F,AV,M,$244.00,GHI000112669,RA,19-Aug-20,25-29,O,0
128228,$400.00,F,AV,NE,$400.00,GHI001038599,RA,23-May-19,17,O,0
126907,$180.00,M,RP,M,$180.00,GHI000146223,RA,23-Jul-19,30-34,W,0
63151,$226.00,F,AV,M,$226.00,GHI000112669,RA,27-Feb-20,30-34,O,0
44467,$86.00,F,AV,M,$86.00,GHI000112669,RA,16-Dec-16,20-24,O,0
73991,$140.00,M,RP,M,$140.00,GHI000142336,RA,13-Mar-17,45-49,NL,0
11546,$460.00,F,AV,M,$460.00,GHI000144676,RA,26-Mar-19,18-19,O,0
113208,$380.00,F,AV,M,$380.00,GHI000094993,RA,15-Jun-18,60-64,EC,0
8605,$600.00,M,RP,O,$600.00,GHI001761792,RA,23-Sep-20,25-29,C,1
40684,$520.00,F,RP,M,$520.00,GHI000085514,RA,08-Nov-18,25-29,C,0
4505,$210.00,F,AV,NE,$210.00,GHI000943875,RA,28-Feb-20,30-34,Wlg,0
35293,$750.00,F,AV,PP,$750.00,GHI001664526,RA,16-Jul-19,65+,AM,0
71628,$250.00,F,AV,M,$250.00,GHI001490952,RA,07-Nov-18,35-39,W,0
2304,$445.00,F,AV,NE,$445.00,GHI001263894,RA,20-Sep-18,20-24,BP,0
70215,$600.00,F,AV,M,$600.00,GHI001382656,RA,02-Aug-17,20-24,C,0
34645,$300.00,F,AV,M,$300.00,GHI000793858,RA,18-Jul-17,55-59,AM,0
58390,$126.00,M,AV,PP,$126.00,GHI000112669,RA,30-May-19,55-59,O,0
91478,$600.00,M,AV,NE,$600.00,GHI000753413,RA,12-May-20,55-59,AM,0
65823,$135.00,M,RP,PP,$135.00,GHI000112669,RA,24-Sep-20,25-29,O,0
82304,$374.00,F,RP,PP,$374.00,GHI000076617,RA,18-Aug-17,35-39,O,0
1710,$327.00,M,RP,U,$327.40,GHI000844803,RA,03-Aug-18,25-29,AM,0
104343,$390.00,M,AV,M,$390.00,GHI000096091,RA,06-Jun-19,30-34,EC,0
125674,$204.00,F,AV,M,$204.00,GHI001086470,RA,21-Feb-20,65+,O,0
63502,$108.00,F,AV,O,$108.00,GHI000112669,RA,19-Mar-20,65+,O,0
41281,$180.00,M,AV,NE,$180.00,GHI001354498,RA,13-Mar-18,65+,O,0
118381,$390.00,F,AV,PP,$390.00,GHI001375760,RA,08-Sep-17,25-29,AM,0
118384,$200.00,M,AV,NE,$200.00,GHI000212747,RA,20-Aug-20,45-49,O,0
131939,$200.00,M,AV,M,$200.00,GHI001319175,RA,17-Aug-17,30-34,Wlg,0
30356,$260.00,F,AV,NE,$260.00,GHI001869057,RA,02-Sep-20,55-59,S,0
120431,$300.00,F,AV,NE,$300.00,GHI000798468,RA,28-Dec-16,20-24,BP,0
56054,$222.00,F,AV,O,$222.00,GHI000112669,RA,18-Dec-18,30-34,O,0
111065,$420.00,F,RP,O,$420.00,GHI000813577,RA,25-Sep-20,30-34,T,0
62236,$168.00,F,AV,M,$168.00,GHI000112669,RA,03-Jan-20,50-54,O,0
15221,$480.00,M,RP,M,$480.00,GHI000873223,RA,13-Jan-17,20-24,EC,0
44290,$230.00,F,AV,M,$230.00,GHI000112669,RA,08-Dec-16,30-34,O,0
68454,$880.00,F,AV,NE,$880.00,GHI000143648,RA,29-Oct-19,50-54,T,0
31787,$500.00,F,AV,M,$500.00,GHI001130503,RA,18-Dec-18,25-29,AM,0
9150,$167.00,F,AV,M,$166.66,GHI001169921,RA,14-Dec-17,20-24,W,0
7919,$610.00,F,AV,NE,$610.00,GHI001883396,RA,30-Jan-20,65+,Wlg,0
92675,$520.00,F,AV,M,$520.00,GHI000242950,RA,31-May-19,20-24,AM,0
5476,$580.00,F,AV,NE,$580.00,GHI000098844,RA,27-Nov-20,50-54,O,0
127645,$520.00,F,AV,PP,$520.00,GHI001393164,RA,19-Feb-19,40-44,C,0
9963,$560.00,M,AV,M,$560.00,GHI000854560,RA,18-Mar-19,35-39,AM,0
54081,$212.00,F,AV,M,$212.00,GHI000112669,RA,09-Aug-18,35-39,O,0
38417,$220.00,M,AV,NE,$220.00,GHI000139270,RA,22-Sep-17,20-24,S,0
7966,$440.00,M,AV,NE,$440.00,GHI000143720,RA,17-Feb-17,35-39,W,0
94842,$560.00,M,AV,NE,$560.00,GHI001995783,RA,25-Jun-20,40-44,BP,0
93339,$200.00,M,AV,NE,$200.00,GHI001655301,RA,15-Mar-19,35-39,W,0
90058,$300.00,F,AV,NE,$300.00,GHI000909835,RA,24-Feb-17,50-54,T,0
109062,$450.00,F,AV,PP,$450.00,GHI000547073,RA,08-Dec-17,60-64,AM,0
119970,$210.00,M,AV,M,$210.00,GHI000096208,RA,21-Mar-17,25-29,T,0
53147,$106.00,F,AV,NE,$106.00,GHI000112669,RA,15-Jun-18,30-34,O,0
24901,$320.00,M,AV,M,$320.00,GHI001800962,RA,22-Oct-19,30-34,S,0
26400,$350.00,F,AV,O,$350.00,GHI000976899,RA,12-Jun-19,20-24,T,0
33065,$290.00,M,AV,NE,$290.00,GHI001614341,RA,05-Oct-18,40-44,S,0
2275,$290.00,F,AV,U,$290.00,GHI001263894,RA,14-Mar-18,18-19,O,0
117176,$85.00,M,AV,M,$85.00,GHI001463042,RA,01-Aug-19,20-24,BP,0
6710,$590.00,F,AV,NE,$590.00,GHI001886721,RA,04-Feb-20,65+,T,0
102969,$480.00,F,AV,M,$480.00,GHI001559310,RA,30-Aug-18,25-29,AM,0
138097,$590.00,M,RP,M,$590.00,GHI000074516,RA,24-Jun-19,25-29,AM,0
45116,$208.00,F,AV,M,$208.00,GHI000112669,RA,31-Jan-17,20-24,O,0
20602,$222.00,F,AV,O,$222.00,GHI000620801,RA,06-Dec-18,30-34,O,0
12957,$880.00,F,AV,M,$880.00,GHI000140573,RA,04-Mar-20,45-49,AM,0
75965,$540.00,F,AV,M,$540.00,GHI000075361,RA,11-Jun-19,20-24,AM,0
137206,$238.00,F,RP,O,$238.00,GHI000099606,RA,14-Jul-20,35-39,Wlg,0
19086,$200.00,F,AV,O,$200.00,GHI000084001,RA,17-Jan-19,45-49,Wlg,0
108652,$990.00,F,AV,M,$990.00,GHI001663236,RA,18-Nov-20,30-34,O,0
3391,$580.00,F,AV,M,$580.00,GHI000151115,RA,04-Jul-19,30-34,AM,0
103183,$190.00,M,AV,NE,$190.00,GHI000140388,RA,16-Aug-18,18-19,C,0
114692,$585.00,F,AV,M,$585.00,GHI001429524,RA,09-Sep-19,18-19,O,0
35884,$560.00,M,AV,O,$560.00,GHI000076059,RA,17-Mar-17,35-39,AM,0
141899,$945.00,M,RP,U,$945.00,GHI001853440,RA,30-Jul-20,20-24,AM,0
62506,$210.00,M,RP,U,$210.00,GHI000112669,RA,22-Jan-20,30-34,O,0
37164,$320.00,F,AV,NE,$320.00,GHI001754887,RA,16-Jul-19,25-29,T,0
108665,$76.00,F,AV,O,$76.28,GHI000081684,RA,08-Mar-17,55-59,BP,0
54957,$134.00,M,AV,O,$134.00,GHI000112669,RA,05-Oct-18,55-59,O,0
28325,$660.00,F,AV,M,$660.00,GHI000134686,RA,23-Nov-17,50-54,AM,0
40778,$970.00,F,AV,NE,$970.00,GHI000085514,RA,24-Sep-20,65+,C,0
8309,$400.00,F,RP,NE,$400.00,GHI001752339,RA,03-Jul-19,20-24,N,0
11296,$990.00,F,AV,PP,$990.00,GHI000133929,RA,11-Feb-19,35-39,AM,0
55145,$700.00,F,RP,PP,$700.00,GHI000112669,RA,18-Oct-18,20-24,AM,0
10213,$330.00,F,AV,NE,$330.00,GHI001099522,RA,01-Oct-19,30-34,O,0
50453,$118.00,F,AV,M,$118.00,GHI000112669,RA,11-Dec-17,30-34,O,0
20668,$170.00,M,AV,M,$170.00,GHI000135170,RA,01-Mar-19,45-49,C,0
55177,$222.00,F,AV,NE,$222.00,GHI000112669,RA,19-Oct-18,35-39,O,0
42367,$500.00,M,AV,M,$500.00,GHI001795344,RA,09-Sep-19,45-49,NL,0
49206,$132.00,M,AV,M,$132.00,GHI000112669,RA,25-Sep-17,45-49,O,0
108314,$740.00,F,AV,M,$740.00,GHI000085542,RA,29-Aug-19,45-49,C,0
1171,$215.00,F,RP,M,$215.00,GHI000089638,RA,03-Jul-18,25-29,EC,0
49885,$274.00,M,RP,NE,$274.00,GHI000112669,RA,07-Nov-17,55-59,O,0
17910,$460.00,F,AV,M,$460.00,GHI000145939,RA,01-Aug-18,18-19,T,0
38897,"$1,020.00",F,AV,PP,"$1,020.00",GHI001432064,RA,25-Jun-19,25-29,AM,0
137730,$225.00,F,RP,U,$225.00,GHI000086142,RA,09-Jun-20,20-24,C,0
126113,$350.00,F,RP,M,$350.00,GHI001755904,RA,18-Aug-20,40-44,BP,0
25963,$270.00,F,AV,NE,$270.00,GHI001790216,RA,30-Oct-19,20-24,O,0
135686,$150.00,F,AV,M,$150.00,GHI000142388,RA,22-Oct-20,20-24,BP,0
58741,$167.00,F,AV,M,$167.00,GHI000112669,RA,21-Jun-19,55-59,O,0
95072,$526.00,M,AV,M,$525.71,GHI000143635,RA,17-Jun-19,25-29,EC,0
68244,$340.00,M,AV,NE,$340.00,GHI000143648,RA,18-Sep-18,30-34,C,0
26839,$375.00,M,AV,M,$375.00,GHI000252424,RA,15-Jul-19,18-19,S,0
66750,$124.00,M,AV,M,$124.00,GHI000112669,RA,25-Nov-20,50-54,O,0
85435,$125.00,F,AV,NE,$125.00,GHI000928272,RA,04-Jan-18,18-19,S,0
69191,$990.00,F,RP,PP,$990.00,GHI000107030,RA,28-Nov-19,20-24,AM,0
29158,$475.00,M,AV,NE,$475.00,GHI000260608,RA,12-Nov-20,35-39,O,0
59608,$226.00,F,AV,NE,$226.00,GHI000112669,RA,29-Jul-19,35-39,O,0
120112,$300.00,F,AV,NE,$300.00,GHI000096208,RA,05-May-20,30-34,T,0
5449,$465.00,F,AV,PP,$465.00,GHI000555782,RA,11-Oct-18,25-29,AM,0
6702,$380.00,M,RP,M,$380.00,GHI001400870,RA,05-Sep-17,35-39,AM,0
70817,$490.00,M,AV,NE,$490.00,GHI001017347,RA,12-Feb-18,65+,C,0
8015,$585.00,M,RP,PP,$585.00,GHI000143720,RA,22-Feb-18,50-54,W,0
28659,$801.00,M,AV,M,$801.00,GHI000134686,RA,15-Jun-20,50-54,O,0
46046,$208.00,F,RP,M,$208.00,GHI000112669,RA,23-Mar-17,25-29,O,0
23765,$228.00,M,AV,M,$227.50,GHI000079879,RA,14-May-19,65+,AM,0
80563,$155.00,F,AV,PP,$155.00,GHI000869386,RA,10-Jul-19,20-24,O,0
57146,$222.00,F,AV,PP,$222.00,GHI000112669,RA,08-Mar-19,25-29,O,0
91244,$500.00,F,AV,M,$500.00,GHI000753413,RA,05-Aug-19,20-24,AM,0
129773,$720.00,F,AV,M,$720.00,GHI000100186,RA,07-Nov-19,30-34,W,0
73798,$135.00,F,AV,M,$135.00,GHI000312072,RA,12-Jun-20,30-34,O,0
19875,$300.00,F,AV,NE,$300.00,GHI000147118,RA,20-Jul-18,40-44,BP,0
45214,$205.00,M,AV,M,$205.00,GHI000112669,RA,03-Feb-17,25-29,O,0
96949,$360.00,F,AV,O,$360.00,GHI001331203,RA,21-Apr-17,20-24,C,0
25526,$620.00,M,AV,M,$620.00,GHI001224204,RA,23-Oct-20,35-39,W,0
123318,$500.00,F,AV,O,$500.00,GHI000885267,RA,13-Jun-18,35-39,NL,0
111689,$390.00,F,AV,M,$390.00,GHI000095780,RA,11-Apr-17,20-24,BP,0
20289,$760.00,M,AV,NE,$760.00,GHI000095785,RA,21-Feb-19,30-34,AM,0
85034,$380.00,M,AV,M,$380.00,GHI000142341,RA,21-Jun-18,25-29,C,0
82500,$222.00,F,RP,PP,$222.00,GHI000076617,RA,20-Aug-19,25-29,O,0
44247,$130.00,M,AV,NE,$130.00,GHI000112669,RA,07-Dec-16,25-29,O,0
36795,$180.00,F,AV,NE,$180.00,GHI002045454,RA,16-Sep-20,50-54,O,0
136591,$150.00,M,RP,M,$150.00,GHI000832025,RA,13-Dec-17,40-44,T,0
37153,$300.00,F,AV,NE,$300.00,GHI000241942,RA,20-Jun-17,55-59,N,0
66228,$136.00,F,AV,M,$136.00,GHI000112669,RA,20-Oct-20,50-54,O,0
38656,$430.00,F,AV,M,$430.00,GHI000104333,RA,21-Nov-17,20-24,S,0
48894,$210.00,F,AV,PP,$210.00,GHI000112669,RA,08-Sep-17,25-29,O,0
16625,$560.00,M,AV,NE,$560.00,GHI000549640,RA,06-Dec-19,50-54,AM,0
29851,$200.00,F,RP,NE,$200.00,GHI000751888,RA,11-May-18,25-29,AM,0
67660,$265.00,F,AV,M,$265.00,GHI001471773,RA,15-Jan-18,25-29,T,0
38923,$225.00,F,AV,NE,$225.00,GHI000077828,RA,27-Apr-17,18-19,O,0
91190,$600.00,F,AV,NE,$600.00,GHI000753413,RA,07-Jun-19,45-49,AM,0
114717,$585.00,F,AV,O,$585.00,GHI001429524,RA,14-Oct-19,18-19,C,0
28656,$600.00,M,AV,PP,$600.00,GHI000134686,RA,29-May-20,25-29,AM,0
61451,$226.00,F,AV,PP,$226.00,GHI000112669,RA,15-Nov-19,30-34,O,0
13372,$450.00,M,RP,PP,$450.00,GHI000112394,RA,24-Jun-19,30-34,AM,0
88473,$830.00,F,AV,NE,$830.00,GHI000088600,RA,08-Oct-18,25-29,T,0
133057,$136.00,F,AV,M,$136.00,GHI000140659,RA,12-Feb-20,60-64,O,0
53386,$272.00,M,RP,O,$272.00,GHI000112669,RA,27-Jun-18,50-54,O,0
19006,$557.00,F,AV,O,$557.00,GHI000891909,RA,15-May-19,45-49,AM,0
39893,$450.00,F,AV,M,$450.00,GHI000081728,RA,16-Sep-20,30-34,O,0
41240,$194.00,M,AV,NE,$194.00,GHI001354498,RA,11-Dec-17,65+,O,0
134894,$222.00,M,AV,M,$222.00,GHI000148009,RA,15-Dec-18,35-39,O,0
132118,$490.00,F,AV,M,$490.00,GHI000079197,RA,31-Oct-19,35-39,AM,0
130799,$500.00,M,AV,PP,$500.00,GHI000100610,RA,02-Dec-19,65+,O,0
135648,$150.00,F,AV,M,$150.00,GHI000142388,RA,26-Aug-19,25-29,BP,0
124470,$500.00,M,AV,NE,$500.00,GHI000207183,RA,16-Jul-18,35-39,T,0
91694,$540.00,F,AV,M,$540.00,GHI000753413,RA,19-Nov-20,25-29,O,0
79896,$310.00,M,AV,M,$310.00,GHI000449552,RA,18-Jan-17,50-54,AM,0
140914,$280.00,F,AV,M,$280.00,GHI000094105,RA,06-Jun-17,50-54,NL,0
9790,$340.00,M,AV,NE,$340.00,GHI000305667,RA,21-Jun-17,30-34,O,0
8166,$200.00,M,AV,U,$200.00,GHI000143720,RA,11-Dec-19,65+,W,0
119854,$505.00,F,AV,M,$505.00,GHI000695310,RA,24-Jan-19,20-24,C,0
40252,$260.00,F,AV,NE,$260.00,GHI001254919,RA,15-Mar-18,40-44,N,0
140538,$360.00,M,AV,PP,$360.00,GHI001288458,RA,19-Apr-17,55-59,AM,0
11406,$580.00,F,AV,PP,$580.00,GHI000079919,RA,20-Sep-19,25-29,AM,0
91014,$500.00,F,AV,PP,$500.00,GHI000753413,RA,16-Jan-19,18-19,AM,0
128087,$450.00,M,AV,U,$450.00,GHI002086400,RA,10-Oct-20,35-39,AM,0
59825,$226.00,F,AV,NE,$226.00,GHI000112669,RA,09-Aug-19,20-24,O,0
94468,$545.00,M,AV,NE,$545.00,GHI000722944,RA,15-Apr-20,30-34,AM,0
8118,$150.00,M,AV,NE,$150.00,GHI000143720,RA,07-Jun-19,50-54,W,0
34331,$265.00,M,AV,M,$265.00,GHI000183870,RA,14-Nov-18,25-29,AM,0
99332,$560.00,M,AV,M,$560.00,GHI000437510,RA,03-Oct-20,30-34,AM,0
119937,$740.00,F,AV,NE,$740.00,GHI001425670,RA,30-Oct-19,30-34,C,0
131193,$160.00,M,AV,NE,$160.00,GHI000100146,RA,05-Jun-18,20-24,S,0
22522,$310.00,F,AV,NE,$310.00,GHI000091676,RA,22-Nov-19,55-59,C,0
82006,$690.00,F,AV,M,$690.00,GHI001426180,RA,31-Jan-20,18-19,O,0
135202,$700.00,F,AV,M,$700.00,GHI001440539,RA,13-Sep-18,30-34,BP,0
141045,$620.00,M,AV,NE,$620.00,GHI001704718,RA,10-Apr-19,55-59,W,0
106389,$390.00,M,AV,PP,$390.00,GHI001300756,RA,08-May-19,30-34,S,0
129874,$370.00,M,AV,M,$370.00,GHI000100619,RA,08-Jun-17,20-24,C,0
19051,$320.00,M,AV,NE,$320.00,GHI000085252,RA,25-Oct-19,18-19,Wlg,0
136894,$350.00,M,AV,M,$350.00,GHI001314343,RA,30-Nov-20,35-39,N,0
124744,$160.00,F,RP,O,$160.00,GHI001438726,RA,20-Nov-17,25-29,S,0
52614,$232.00,F,AV,M,$232.00,GHI000112669,RA,08-May-18,40-44,O,0
107630,$520.00,M,AV,M,$520.00,GHI000081306,RA,04-Dec-17,40-44,AM,0
81081,$207.00,M,RP,NE,$207.00,GHI000211506,RA,01-May-17,40-44,Wlg,0
97953,$320.00,M,AV,NE,$320.00,GHI000278537,RA,14-Mar-19,60-64,NL,0
47217,$210.00,F,AV,M,$210.00,GHI000112669,RA,12-Jun-17,35-39,O,0
3725,$510.00,F,AV,NE,$510.00,GHI001816339,RA,09-Oct-19,25-29,C,0
24121,$350.00,F,AV,NE,$350.00,GHI000317724,RA,29-Oct-20,35-39,T,0
104111,$410.00,F,AV,M,$410.00,GHI000096085,RA,19-May-20,25-29,EC,0
85105,$520.00,M,AV,M,$520.00,GHI000142341,RA,15-Feb-19,25-29,C,0
32119,$250.00,F,AV,M,$250.00,GHI001215776,RA,01-May-20,55-59,T,0
52919,$212.00,F,AV,PP,$212.00,GHI000112669,RA,31-May-18,25-29,O,0
106618,$238.00,F,AV,NE,$237.50,GHI001324298,RA,11-Apr-17,18-19,O,0
54273,$134.00,M,AV,M,$134.00,GHI000112669,RA,20-Aug-18,30-34,O,0
128735,$650.00,F,AV,M,$650.00,GHI001999618,RA,01-Jul-20,40-44,AM,0
